InventoryId,ScheduleId,CarrierCode,Dep_Key,FlightNumber,AircraftType,DepartureDate,DepartureDatetime,ArrivalDatetime,DepartureAirport,ArrivalAirport,TotalCapacity,TotalInventory,BookedInventory,Oversold,AvailableInventory,FirstClass,BusinessClass,PremiumEconomyClass,EconomyClass,FC_TotalInventory,FC_BookedInventory,FC_Oversold,FC_AvailableInventory,BC_TotalInventory,BC_BookedInventory,BC_Oversold,BC_AvailableInventory,PC_TotalInventory,PC_BookedInventory,PC_Oversold,PC_AvailableInventory,EC_TotalInventory,EC_BookedInventory,EC_Oversold,EC_AvailableInventory,FC_CD,BC_CD,PC_CD,EC_CD,canCancel,Status
INV-ZZ-2407714,SCH-ZZ-9059901,ZZ,ZZ20240519GOIGAU2919,2919.0,Boeing 717,05/19/2024,2024-05-19 19:19:00,2024-05-20 18:01:00,GOI,GAU,100.0,110,53,-47,57,10,20,30,40,12,6,4,6,24,12,8,12,33,16,14,17,45,22,18,23,"{'F': 2, 'P': 4}","{'C': 4, 'J': 2, 'Z': 6}","{'Q': 8, 'R': 3, 'S': 2, 'T': 2, 'H': 2, 'M': 0}","{'Y': 3, 'A': 3, 'B': 0, 'D': 2, 'E': 2, 'G': 2, 'I': 0, 'K': 3, 'L': 0, 'N': 2, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}",FALSE,On Time
INV-ZZ-8967903,SCH-ZZ-9040445,ZZ,ZZ20240519CCUBOM3274,3274.0,Boeing 717,05/19/2024,2024-05-19 19:38:00,2024-05-20 06:17:00,CCU,BOM,100.0,110,58,-42,52,10,20,30,40,12,6,4,6,23,12,8,11,34,18,12,16,48,25,15,23,"{'F': 5, 'P': 1}","{'C': 7, 'J': 4, 'Z': 0}","{'Q': 6, 'R': 0, 'S': 2, 'T': 1, 'H': 4, 'M': 3}","{'Y': 3, 'A': 1, 'B': 2, 'D': 2, 'E': 1, 'G': 3, 'I': 0, 'K': 2, 'L': 2, 'N': 2, 'O': 2, 'U': 1, 'V': 2, 'W': 0, 'X': 0}",TRUE,On Time
INV-ZZ-2307618,SCH-ZZ-6095474,ZZ,ZZ20240519HYDAMD3723,3723.0,Airbus A320 Neo,05/19/2024,2024-05-19 20:40:00,2024-05-20 12:24:00,HYD,AMD,180.0,198,103,-77,95,18,36,54,72,21,11,7,10,40,21,15,19,60,31,23,29,82,43,29,39,"{'F': 6, 'P': 4}","{'C': 9, 'J': 4, 'Z': 6}","{'Q': 12, 'R': 8, 'S': 1, 'T': 1, 'H': 7, 'M': 0}","{'Y': 4, 'A': 5, 'B': 1, 'D': 2, 'E': 2, 'G': 3, 'I': 2, 'K': 3, 'L': 3, 'N': 1, 'O': 2, 'U': 4, 'V': 3, 'W': 2, 'X': 2}",FALSE,On Time
INV-ZZ-2630542,SCH-ZZ-1216883,ZZ,ZZ20240519DELBLR3152,3152.0,Boeing 777,05/19/2024,2024-05-19 21:06:00,2024-05-20 16:58:00,DEL,BLR,425.0,509,249,-176,260,42,85,127,170,48,23,19,25,97,47,38,50,147,72,55,75,200,98,72,102,"{'F': 16, 'P': 9}","{'C': 26, 'J': 13, 'Z': 11}","{'Q': 33, 'R': 19, 'S': 1, 'T': 3, 'H': 18, 'M': 1}","{'Y': 10, 'A': 12, 'B': 4, 'D': 2, 'E': 6, 'G': 10, 'I': 5, 'K': 12, 'L': 3, 'N': 4, 'O': 6, 'U': 11, 'V': 6, 'W': 6, 'X': 5}",FALSE,On Time
INV-ZZ-2576345,SCH-ZZ-1972995,ZZ,ZZ20240519LKOBLR2560,2560.0,Boeing 767,05/19/2024,2024-05-19 21:07:00,2024-05-20 16:35:00,LKO,BLR,278.0,310,148,-130,162,27,55,83,111,31,15,12,16,62,30,25,32,96,46,37,50,129,62,49,67,"{'F': 8, 'P': 8}","{'C': 14, 'J': 12, 'Z': 6}","{'Q': 20, 'R': 15, 'S': 5, 'T': 2, 'H': 8, 'M': 0}","{'Y': 7, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 7, 'I': 3, 'K': 8, 'L': 2, 'N': 4, 'O': 3, 'U': 4, 'V': 3, 'W': 2, 'X': 4}",FALSE,On Time
INV-ZZ-7143529,SCH-ZZ-2404944,ZZ,ZZ20240519PNQGAU4614,4614.0,Airbus A320-200,05/19/2024,2024-05-19 23:31:00,2024-05-20 23:12:00,PNQ,GAU,150.0,171,92,-58,79,15,30,45,60,17,9,6,8,34,18,12,16,52,28,17,24,66,36,24,30,"{'F': 4, 'P': 4}","{'C': 9, 'J': 5, 'Z': 2}","{'Q': 11, 'R': 6, 'S': 0, 'T': 2, 'H': 5, 'M': 0}","{'Y': 3, 'A': 3, 'B': 2, 'D': 1, 'E': 2, 'G': 3, 'I': 2, 'K': 3, 'L': 2, 'N': 1, 'O': 2, 'U': 4, 'V': 0, 'W': 1, 'X': 1}",FALSE,On Time
INV-ZZ-8814838,SCH-ZZ-5041804,ZZ,ZZ20240519HYDCJB2880,2880.0,ATR 72,05/19/2024,2024-05-19 23:47:00,2024-05-20 13:44:00,HYD,CJB,72.0,82,42,-30,40,7,14,21,28,8,4,3,4,16,8,6,8,24,12,9,12,33,17,11,16,"{'F': 2, 'P': 2}","{'C': 3, 'J': 2, 'Z': 3}","{'Q': 6, 'R': 1, 'S': 0, 'T': 0, 'H': 4, 'M': 1}","{'Y': 2, 'A': 2, 'B': 1, 'D': 0, 'E': 1, 'G': 2, 'I': 0, 'K': 2, 'L': 1, 'N': 1, 'O': 0, 'U': 2, 'V': 0, 'W': 1, 'X': 1}",FALSE,On Time
INV-ZZ-4372610,SCH-ZZ-1367492,ZZ,ZZ20240520MAABOM3229,3229.0,Airbus A320 Neo,05/20/2024,2024-05-20 00:52:00,2024-05-20 23:19:00,MAA,BOM,180.0,213,114,-66,99,18,36,54,72,20,11,7,9,43,23,13,20,65,35,19,30,83,45,27,38,"{'F': 5, 'P': 4}","{'C': 8, 'J': 7, 'Z': 5}","{'Q': 13, 'R': 6, 'S': 1, 'T': 0, 'H': 9, 'M': 1}","{'Y': 4, 'A': 3, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 1, 'K': 3, 'L': 1, 'N': 3, 'O': 3, 'U': 5, 'V': 2, 'W': 2, 'X': 1}",FALSE,On Time
INV-ZZ-8395249,SCH-ZZ-3821718,ZZ,ZZ20240520BBIBLR3776,3776.0,Boeing 757,05/20/2024,2024-05-20 00:53:00,2024-05-20 01:02:00,BBI,BLR,209.0,239,117,-92,122,20,41,62,83,24,12,8,12,45,22,19,23,69,34,28,35,97,48,35,49,"{'F': 8, 'P': 4}","{'C': 13, 'J': 4, 'Z': 6}","{'Q': 16, 'R': 8, 'S': 3, 'T': 2, 'H': 4, 'M': 2}","{'Y': 4, 'A': 3, 'B': 3, 'D': 1, 'E': 2, 'G': 6, 'I': 2, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 2}",FALSE,On Time
INV-ZZ-1930796,SCH-ZZ-9212586,ZZ,ZZ20240520AMDDEL3431,3431.0,Airbus A321-200,05/20/2024,2024-05-20 01:10:00,2024-05-20 07:07:00,AMD,DEL,200.0,234,118,-82,116,20,40,60,80,23,12,8,11,48,24,16,24,68,34,26,34,90,45,35,45,"{'F': 5, 'P': 6}","{'C': 6, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 8, 'S': 3, 'T': 1, 'H': 5, 'M': 3}","{'Y': 5, 'A': 6, 'B': 2, 'D': 1, 'E': 3, 'G': 5, 'I': 3, 'K': 4, 'L': 3, 'N': 3, 'O': 3, 'U': 3, 'V': 1, 'W': 3, 'X': 0}",FALSE,On Time
INV-ZZ-4662565,SCH-ZZ-7145989,ZZ,ZZ20240520HYDCJB2914,2914.0,Boeing 787,05/20/2024,2024-05-20 01:16:00,2024-05-20 09:23:00,HYD,CJB,270.0,306,145,-125,161,27,54,81,108,30,14,13,16,64,30,24,34,96,46,35,50,122,58,50,64,"{'F': 9, 'P': 7}","{'C': 16, 'J': 10, 'Z': 8}","{'Q': 20, 'R': 11, 'S': 4, 'T': 1, 'H': 10, 'M': 4}","{'Y': 8, 'A': 8, 'B': 2, 'D': 2, 'E': 3, 'G': 8, 'I': 1, 'K': 7, 'L': 1, 'N': 3, 'O': 3, 'U': 7, 'V': 4, 'W': 3, 'X': 4}",FALSE,On Time
INV-ZZ-7770967,SCH-ZZ-3930555,ZZ,ZZ20240520JAILKO4478,4478.0,Airbus A321-200,05/20/2024,2024-05-20 01:47:00,2024-05-20 19:45:00,JAI,LKO,200.0,225,118,-82,107,20,40,60,80,24,13,7,11,44,23,17,21,70,37,23,33,88,46,34,42,"{'F': 10, 'P': 1}","{'C': 9, 'J': 7, 'Z': 5}","{'Q': 13, 'R': 3, 'S': 1, 'T': 5, 'H': 10, 'M': 1}","{'Y': 3, 'A': 5, 'B': 2, 'D': 2, 'E': 1, 'G': 5, 'I': 1, 'K': 6, 'L': 1, 'N': 2, 'O': 3, 'U': 5, 'V': 3, 'W': 2, 'X': 1}",FALSE,On Time
INV-ZZ-4574593,SCH-ZZ-6469147,ZZ,ZZ20240520HYDAMD2299,2299.0,Airbus A321 Neo,05/20/2024,2024-05-20 01:59:00,2024-05-20 21:45:00,HYD,AMD,220.0,259,122,-98,137,22,44,66,88,26,12,10,14,49,23,21,26,78,37,29,41,98,46,42,52,"{'F': 10, 'P': 4}","{'C': 15, 'J': 7, 'Z': 4}","{'Q': 16, 'R': 5, 'S': 3, 'T': 4, 'H': 8, 'M': 5}","{'Y': 7, 'A': 7, 'B': 3, 'D': 2, 'E': 2, 'G': 7, 'I': 3, 'K': 5, 'L': 1, 'N': 0, 'O': 3, 'U': 5, 'V': 3, 'W': 1, 'X': 3}",FALSE,On Time
INV-ZZ-5652595,SCH-ZZ-5842607,ZZ,ZZ20240520MAAHYD4704,4704.0,Boeing 717,05/20/2024,2024-05-20 02:22:00,2024-05-21 01:47:00,MAA,HYD,100.0,110,52,-48,58,10,20,30,40,12,6,4,6,23,11,9,12,36,17,13,19,48,23,17,25,"{'F': 4, 'P': 2}","{'C': 5, 'J': 5, 'Z': 2}","{'Q': 9, 'R': 2, 'S': 0, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 2, 'D': 0, 'E': 2, 'G': 2, 'I': 2, 'K': 1, 'L': 2, 'N': 1, 'O': 2, 'U': 3, 'V': 2, 'W': 1, 'X': 1}",FALSE,On Time
INV-ZZ-5875053,SCH-ZZ-3158405,ZZ,ZZ20240520PNQBOM3772,3772.0,BAe 146,05/20/2024,2024-05-20 02:35:00,2024-05-20 09:59:00,PNQ,BOM,91.0,102,54,-37,48,9,18,27,36,10,5,4,5,20,11,7,9,31,16,11,15,42,22,14,20,"{'F': 2, 'P': 3}","{'C': 3, 'J': 3, 'Z': 3}","{'Q': 6, 'R': 2, 'S': 3, 'T': 2, 'H': 2, 'M': 0}","{'Y': 2, 'A': 3, 'B': 0, 'D': 0, 'E': 1, 'G': 3, 'I': 1, 'K': 3, 'L': 0, 'N': 1, 'O': 1, 'U': 3, 'V': 1, 'W': 1, 'X': 0}",FALSE,On Time
INV-ZZ-1918751,SCH-ZZ-7624092,ZZ,ZZ20240520BLRAMD4647,4647.0,ATR 72,05/20/2024,2024-05-20 03:34:00,2024-05-20 06:37:00,BLR,AMD,72.0,80,43,-29,37,7,14,21,28,8,4,3,4,17,9,5,8,23,12,9,11,31,17,11,14,"{'F': 1, 'P': 3}","{'C': 5, 'J': 0, 'Z': 3}","{'Q': 5, 'R': 2, 'S': 0, 'T': 1, 'H': 3, 'M': 0}","{'Y': 1, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 0, 'I': 1, 'K': 2, 'L': 1, 'N': 0, 'O': 1, 'U': 0, 'V': 1, 'W': 1, 'X': 1}",FALSE,On Time
INV-ZZ-7983494,SCH-ZZ-8346803,ZZ,ZZ20240520BLRDEL2257,2257.0,Boeing 757,05/20/2024,2024-05-20 04:37:00,2024-05-20 18:55:00,BLR,DEL,209.0,246,124,-85,122,20,41,62,83,23,12,8,11,46,23,18,23,72,36,26,36,92,46,37,46,"{'F': 8, 'P': 3}","{'C': 9, 'J': 7, 'Z': 7}","{'Q': 14, 'R': 6, 'S': 3, 'T': 0, 'H': 8, 'M': 5}","{'Y': 6, 'A': 5, 'B': 2, 'D': 1, 'E': 3, 'G': 4, 'I': 2, 'K': 6, 'L': 3, 'N': 1, 'O': 3, 'U': 5, 'V': 3, 'W': 2, 'X': 0}",FALSE,On Time
INV-ZZ-3154232,SCH-ZZ-8782078,ZZ,ZZ20240520PNQGOI2738,2738.0,Boeing 777,05/20/2024,2024-05-20 05:09:00,2024-05-20 17:37:00,PNQ,GOI,425.0,477,258,-167,219,42,85,127,170,47,25,17,22,96,52,33,44,144,78,49,66,190,103,67,87,"{'F': 16, 'P': 6}","{'C': 17, 'J': 13, 'Z': 14}","{'Q': 29, 'R': 18, 'S': 4, 'T': 0, 'H': 14, 'M': 1}","{'Y': 11, 'A': 11, 'B': 5, 'D': 1, 'E': 4, 'G': 10, 'I': 5, 'K': 8, 'L': 3, 'N': 4, 'O': 4, 'U': 10, 'V': 3, 'W': 4, 'X': 4}",FALSE,On Time
INV-ZZ-7751790,SCH-ZZ-9315418,ZZ,ZZ20240520HYDIDR4830,4830.0,Boeing 767,05/20/2024,2024-05-20 05:19:00,2024-05-20 16:04:00,HYD,IDR,278.0,311,146,-132,165,27,55,83,111,32,15,12,17,64,30,25,34,92,43,40,49,132,62,49,70,"{'F': 11, 'P': 6}","{'C': 17, 'J': 8, 'Z': 9}","{'Q': 19, 'R': 10, 'S': 4, 'T': 1, 'H': 12, 'M': 3}","{'Y': 7, 'A': 8, 'B': 3, 'D': 2, 'E': 3, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 2, 'O': 4, 'U': 7, 'V': 2, 'W': 4, 'X': 4}",FALSE,On Time
INV-ZZ-5543460,SCH-ZZ-4701131,ZZ,ZZ20240520HYDIDR4122,4122.0,Airbus A320 Neo,05/20/2024,2024-05-20 06:08:00,2024-05-20 10:32:00,HYD,IDR,180.0,206,102,-78,104,18,36,54,72,20,10,8,10,40,20,16,20,63,31,23,32,83,41,31,42,"{'F': 6, 'P': 4}","{'C': 8, 'J': 6, 'Z': 6}","{'Q': 12, 'R': 10, 'S': 4, 'T': 3, 'H': 3, 'M': 0}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 1, 'G': 4, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 1, 'U': 4, 'V': 1, 'W': 2, 'X': 3}",FALSE,On Time
INV-ZZ-7008049,SCH-ZZ-5381276,ZZ,ZZ20240520JAIDEL3278,3278.0,Boeing 757,05/20/2024,2024-05-20 06:41:00,2024-05-21 02:14:00,JAI,DEL,209.0,249,133,-76,116,20,41,62,83,22,12,8,10,49,26,15,23,73,39,23,34,91,49,34,42,"{'F': 7, 'P': 3}","{'C': 12, 'J': 6, 'Z': 5}","{'Q': 12, 'R': 12, 'S': 0, 'T': 0, 'H': 9, 'M': 1}","{'Y': 5, 'A': 5, 'B': 0, 'D': 0, 'E': 2, 'G': 6, 'I': 0, 'K': 5, 'L': 3, 'N': 3, 'O': 0, 'U': 6, 'V': 2, 'W': 3, 'X': 2}",FALSE,On Time
INV-ZZ-1763425,SCH-ZZ-2045025,ZZ,ZZ20240520DELAMD2973,2973.0,Boeing 717,05/20/2024,2024-05-20 07:12:00,2024-05-21 04:27:00,DEL,AMD,100.0,112,56,-44,56,10,20,30,40,12,6,4,6,23,12,8,11,36,18,12,18,44,22,18,22,"{'F': 3, 'P': 3}","{'C': 8, 'J': 3, 'Z': 0}","{'Q': 8, 'R': 3, 'S': 2, 'T': 0, 'H': 3, 'M': 2}","{'Y': 1, 'A': 2, 'B': 2, 'D': 2, 'E': 2, 'G': 2, 'I': 1, 'K': 3, 'L': 0, 'N': 2, 'O': 2, 'U': 1, 'V': 0, 'W': 2, 'X': 0}",FALSE,On Time
INV-ZZ-9723853,SCH-ZZ-6544056,ZZ,ZZ20240520BOMDEL3869,3869.0,BAe 146,05/20/2024,2024-05-20 07:20:00,2024-05-20 09:24:00,BOM,DEL,91.0,103,51,-40,52,9,18,27,36,10,5,4,5,21,10,8,11,31,15,12,16,42,21,15,21,"{'F': 4, 'P': 1}","{'C': 7, 'J': 3, 'Z': 1}","{'Q': 8, 'R': 1, 'S': 2, 'T': 2, 'H': 3, 'M': 0}","{'Y': 3, 'A': 3, 'B': 0, 'D': 1, 'E': 1, 'G': 3, 'I': 1, 'K': 3, 'L': 0, 'N': 0, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}",FALSE,On Time
INV-ZZ-3823706,SCH-ZZ-1898733,ZZ,ZZ20240520MAACCU4838,4838.0,Boeing 777-300,05/20/2024,2024-05-20 08:02:00,2024-05-21 00:39:00,MAA,CCU,360.0,408,201,-159,207,36,72,108,144,42,21,15,21,82,40,32,42,123,61,47,62,172,85,59,87,"{'F': 16, 'P': 5}","{'C': 19, 'J': 13, 'Z': 10}","{'Q': 24, 'R': 14, 'S': 5, 'T': 1, 'H': 14, 'M': 4}","{'Y': 9, 'A': 11, 'B': 4, 'D': 3, 'E': 5, 'G': 9, 'I': 4, 'K': 9, 'L': 4, 'N': 4, 'O': 3, 'U': 10, 'V': 5, 'W': 4, 'X': 3}",FALSE,On Time
INV-ZZ-1911322,SCH-ZZ-3527980,ZZ,ZZ20240520CJBHYD2679,2679.0,Boeing 787,05/20/2024,2024-05-20 08:36:00,2024-05-20 22:45:00,CJB,HYD,270.0,305,159,-111,146,27,54,81,108,30,16,11,14,63,33,21,30,91,48,33,43,125,65,43,60,"{'F': 10, 'P': 4}","{'C': 15, 'J': 5, 'Z': 10}","{'Q': 16, 'R': 9, 'S': 3, 'T': 0, 'H': 13, 'M': 2}","{'Y': 8, 'A': 6, 'B': 2, 'D': 3, 'E': 2, 'G': 7, 'I': 4, 'K': 4, 'L': 4, 'N': 3, 'O': 3, 'U': 8, 'V': 3, 'W': 2, 'X': 1}",FALSE,On Time
INV-ZZ-3124974,SCH-ZZ-9037923,ZZ,ZZ20240520GAUBOM4819,4819.0,Boeing 757,05/20/2024,2024-05-20 10:11:00,2024-05-21 07:06:00,GAU,BOM,209.0,234,113,-96,121,20,41,62,83,24,12,8,12,48,23,18,25,72,35,27,37,94,45,38,49,"{'F': 9, 'P': 3}","{'C': 12, 'J': 3, 'Z': 10}","{'Q': 13, 'R': 7, 'S': 1, 'T': 4, 'H': 10, 'M': 2}","{'Y': 5, 'A': 5, 'B': 2, 'D': 3, 'E': 2, 'G': 6, 'I': 3, 'K': 6, 'L': 2, 'N': 3, 'O': 3, 'U': 4, 'V': 1, 'W': 3, 'X': 1}",FALSE,On Time
INV-ZZ-1617071,SCH-ZZ-3400127,ZZ,ZZ20240520AMDHYD2223,2223.0,Boeing 777,05/20/2024,2024-05-20 10:52:00,2024-05-20 19:30:00,AMD,HYD,425.0,501,253,-172,248,42,85,127,170,47,24,18,23,99,50,35,49,140,71,56,69,201,101,69,100,"{'F': 12, 'P': 11}","{'C': 20, 'J': 12, 'Z': 17}","{'Q': 26, 'R': 18, 'S': 3, 'T': 3, 'H': 18, 'M': 1}","{'Y': 12, 'A': 13, 'B': 2, 'D': 4, 'E': 5, 'G': 10, 'I': 4, 'K': 10, 'L': 6, 'N': 2, 'O': 6, 'U': 9, 'V': 6, 'W': 5, 'X': 6}",FALSE,On Time
INV-ZZ-1885845,SCH-ZZ-4235611,ZZ,ZZ20240520GOIGAU3294,3294.0,Boeing 787,05/20/2024,2024-05-20 10:57:00,2024-05-21 10:08:00,GOI,GAU,270.0,323,172,-98,151,27,54,81,108,30,16,11,14,60,32,22,28,89,47,34,42,120,64,44,56,"{'F': 10, 'P': 4}","{'C': 18, 'J': 7, 'Z': 3}","{'Q': 14, 'R': 9, 'S': 5, 'T': 3, 'H': 9, 'M': 2}","{'Y': 7, 'A': 6, 'B': 2, 'D': 3, 'E': 1, 'G': 4, 'I': 4, 'K': 5, 'L': 4, 'N': 1, 'O': 4, 'U': 5, 'V': 4, 'W': 4, 'X': 2}",FALSE,On Time
INV-ZZ-7732283,SCH-ZZ-3206804,ZZ,ZZ20240520AMDCCU4995,4995.0,Airbus A321 Neo,05/20/2024,2024-05-20 12:41:00,2024-05-21 12:35:00,AMD,CCU,220.0,259,123,-97,136,22,44,66,88,26,12,10,14,52,25,19,27,75,36,30,39,102,49,39,53,"{'F': 8, 'P': 6}","{'C': 13, 'J': 6, 'Z': 8}","{'Q': 13, 'R': 9, 'S': 2, 'T': 2, 'H': 10, 'M': 3}","{'Y': 7, 'A': 6, 'B': 2, 'D': 3, 'E': 2, 'G': 6, 'I': 2, 'K': 7, 'L': 3, 'N': 2, 'O': 3, 'U': 4, 'V': 3, 'W': 3, 'X': 0}",FALSE,On Time
INV-ZZ-1096205,SCH-ZZ-1839422,ZZ,ZZ20240520AMDMAA4140,4140.0,Boeing 787,05/20/2024,2024-05-20 13:19:00,2024-05-20 15:02:00,AMD,MAA,270.0,303,159,-111,144,27,54,81,108,30,16,11,14,62,33,21,29,92,48,33,44,125,66,42,59,"{'F': 12, 'P': 2}","{'C': 12, 'J': 9, 'Z': 8}","{'Q': 18, 'R': 14, 'S': 1, 'T': 4, 'H': 4, 'M': 3}","{'Y': 5, 'A': 6, 'B': 0, 'D': 3, 'E': 3, 'G': 7, 'I': 2, 'K': 7, 'L': 1, 'N': 4, 'O': 4, 'U': 7, 'V': 3, 'W': 3, 'X': 4}",FALSE,On Time
INV-ZZ-8092261,SCH-ZZ-3249150,ZZ,ZZ20240520BOMAMD4704,4704.0,BAe 146,05/20/2024,2024-05-20 13:45:00,2024-05-20 19:31:00,BOM,AMD,91.0,100,52,-39,48,9,18,27,36,11,6,3,5,20,10,8,10,30,16,11,14,42,22,14,20,"{'F': 5, 'P': 0}","{'C': 5, 'J': 2, 'Z': 3}","{'Q': 6, 'R': 2, 'S': 2, 'T': 0, 'H': 3, 'M': 1}","{'Y': 3, 'A': 3, 'B': 0, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 3, 'L': 0, 'N': 0, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}",FALSE,On Time
INV-ZZ-3258274,SCH-ZZ-4441798,ZZ,ZZ20240520JAIBLR3140,3140.0,Boeing 787,05/20/2024,2024-05-20 14:02:00,2024-05-20 21:32:00,JAI,BLR,270.0,318,168,-102,150,27,54,81,108,31,16,11,15,61,32,22,29,90,48,33,42,124,66,42,58,"{'F': 10, 'P': 5}","{'C': 11, 'J': 10, 'Z': 8}","{'Q': 14, 'R': 8, 'S': 3, 'T': 4, 'H': 12, 'M': 1}","{'Y': 7, 'A': 7, 'B': 2, 'D': 1, 'E': 3, 'G': 6, 'I': 2, 'K': 6, 'L': 3, 'N': 3, 'O': 2, 'U': 6, 'V': 4, 'W': 3, 'X': 3}",FALSE,On Time
INV-ZZ-1509535,SCH-ZZ-2922736,ZZ,ZZ20240520BOMPNQ2977,2977.0,BAe 146,05/20/2024,2024-05-20 14:12:00,2024-05-20 16:17:00,BOM,PNQ,91.0,109,57,-34,52,9,18,27,36,10,5,4,5,21,11,7,10,30,16,11,14,42,22,14,20,"{'F': 4, 'P': 1}","{'C': 6, 'J': 4, 'Z': 0}","{'Q': 7, 'R': 3, 'S': 0, 'T': 0, 'H': 4, 'M': 0}","{'Y': 3, 'A': 3, 'B': 1, 'D': 0, 'E': 1, 'G': 3, 'I': 1, 'K': 3, 'L': 0, 'N': 1, 'O': 0, 'U': 2, 'V': 1, 'W': 1, 'X': 0}",FALSE,On Time
INV-ZZ-9016506,SCH-ZZ-5716505,ZZ,ZZ20240520HYDAMD4335,4335.0,Airbus A321-200,05/20/2024,2024-05-20 14:19:00,2024-05-21 11:51:00,HYD,AMD,200.0,233,126,-74,107,20,40,60,80,23,12,8,11,47,25,15,22,71,38,22,33,95,51,29,44,"{'F': 6, 'P': 5}","{'C': 9, 'J': 9, 'Z': 4}","{'Q': 14, 'R': 7, 'S': 4, 'T': 2, 'H': 6, 'M': 0}","{'Y': 5, 'A': 4, 'B': 1, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 5, 'L': 2, 'N': 2, 'O': 3, 'U': 5, 'V': 2, 'W': 2, 'X': 3}",FALSE,On Time
INV-ZZ-4725843,SCH-ZZ-4843596,ZZ,ZZ20240520AMDBLR3041,3041.0,Airbus A321-200,05/20/2024,2024-05-20 14:26:00,2024-05-20 18:12:00,AMD,BLR,200.0,221,107,-93,114,20,40,60,80,23,11,9,12,47,23,17,24,69,33,27,36,92,45,35,47,"{'F': 6, 'P': 6}","{'C': 9, 'J': 7, 'Z': 8}","{'Q': 13, 'R': 9, 'S': 2, 'T': 2, 'H': 10, 'M': 0}","{'Y': 6, 'A': 6, 'B': 3, 'D': 0, 'E': 3, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 3, 'U': 5, 'V': 2, 'W': 2, 'X': 3}",FALSE,On Time
INV-ZZ-7302915,SCH-ZZ-8796700,ZZ,ZZ20240520CCUBLR3294,3294.0,Airbus A320-200,05/20/2024,2024-05-20 14:54:00,2024-05-21 11:38:00,CCU,BLR,150.0,176,92,-58,84,15,30,45,60,17,9,6,8,34,18,12,16,50,26,19,24,70,36,24,34,"{'F': 7, 'P': 1}","{'C': 7, 'J': 4, 'Z': 5}","{'Q': 11, 'R': 2, 'S': 0, 'T': 2, 'H': 6, 'M': 3}","{'Y': 4, 'A': 4, 'B': 1, 'D': 2, 'E': 2, 'G': 4, 'I': 1, 'K': 4, 'L': 2, 'N': 0, 'O': 1, 'U': 3, 'V': 2, 'W': 2, 'X': 2}",FALSE,On Time
INV-ZZ-5240579,SCH-ZZ-9762124,ZZ,ZZ20240520GAUPNQ3440,3440.0,Boeing 757,05/20/2024,2024-05-20 15:57:00,2024-05-21 05:13:00,GAU,PNQ,209.0,240,116,-93,124,20,41,62,83,23,11,9,12,46,22,19,24,70,34,28,36,92,45,38,47,"{'F': 8, 'P': 4}","{'C': 11, 'J': 6, 'Z': 7}","{'Q': 14, 'R': 7, 'S': 2, 'T': 3, 'H': 9, 'M': 1}","{'Y': 4, 'A': 6, 'B': 3, 'D': 2, 'E': 0, 'G': 5, 'I': 2, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 2, 'W': 3, 'X': 0}",FALSE,On Time
INV-ZZ-8351952,SCH-ZZ-8590177,ZZ,ZZ20240520AMDBOM2678,2678.0,Boeing 787,05/20/2024,2024-05-20 16:00:00,2024-05-21 01:45:00,AMD,BOM,270.0,301,156,-114,145,27,54,81,108,32,17,10,15,59,31,23,28,94,49,32,45,120,62,46,58,"{'F': 12, 'P': 3}","{'C': 11, 'J': 9, 'Z': 8}","{'Q': 18, 'R': 12, 'S': 2, 'T': 2, 'H': 11, 'M': 0}","{'Y': 7, 'A': 7, 'B': 2, 'D': 1, 'E': 4, 'G': 7, 'I': 3, 'K': 7, 'L': 0, 'N': 3, 'O': 4, 'U': 5, 'V': 4, 'W': 3, 'X': 1}",FALSE,On Time
