InventoryId,ScheduleId,FlightNumber,AircraftType,DepartureDate,ArrivalDate,DepartureAirport,ArrivalAirport,TotalCapacity,TotalInventory,BookedInventory,Oversold,AvailableInventory,FirstClass,BusinessClass,PremiumEconomyClass,EconomyClass,FC_TotalInventory,FC_BookedInventory,FC_Oversold,FC_AvailableInventory,BC_TotalInventory,BC_BookedInventory,BC_Oversold,BC_AvailableInventory,PC_TotalInventory,PC_BookedInventory,PC_Oversold,PC_AvailableInventory,EC_TotalInventory,EC_BookedInventory,EC_Oversold,EC_AvailableInventory,FC_CD,BC_CD,PC_CD,EC_CD
INV-ZZ-1838482,SCH-ZZ-5791697,3083,Boeing 787,12/11/2023,12/11/2023,CCJ,MAA,270,323,301,31,22,27,54,81,108,31,29,-2,2,59,55,-1,4,97,90,-9,7,130,121,-13,9,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-3600045,SCH-ZZ-5791697,3083,Boeing 787,12/12/2023,12/12/2023,CCJ,MAA,270,302,260,-10,42,27,54,81,108,30,26,1,4,63,54,0,9,91,78,3,13,126,108,0,18,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-3990003,SCH-ZZ-1589654,3209,Boeing 777-300,12/04/2023,12/04/2023,CNN,COK,360,422,369,9,53,36,72,108,144,41,36,0,5,81,71,1,10,126,110,-2,16,168,147,-3,21,"{'F': 22, 'P': 14}","{'C': 29, 'J': 22, 'Z': 22}","{'Q': 32, 'R': 22, 'S': 11, 'T': 11, 'H': 22, 'M': 11}","{'Y': 11, 'A': 11, 'B': 5, 'D': 5, 'E': 5, 'G': 11, 'I': 5, 'K': 11, 'L': 5, 'N': 5, 'O': 5, 'U': 11, 'V': 5, 'W': 5, 'X': 5}"
INV-ZZ-4240018,SCH-ZZ-1589654,3209,Boeing 777-300,12/06/2023,12/06/2023,CNN,COK,360,400,337,-23,63,36,72,108,144,41,35,1,6,86,73,-1,13,126,106,2,20,167,141,3,26,"{'F': 22, 'P': 14}","{'C': 29, 'J': 22, 'Z': 22}","{'Q': 32, 'R': 22, 'S': 11, 'T': 11, 'H': 22, 'M': 11}","{'Y': 11, 'A': 11, 'B': 5, 'D': 5, 'E': 5, 'G': 11, 'I': 5, 'K': 11, 'L': 5, 'N': 5, 'O': 5, 'U': 11, 'V': 5, 'W': 5, 'X': 5}"
INV-ZZ-8419713,SCH-ZZ-1589654,3209,Boeing 777-300,12/07/2023,12/07/2023,CNN,COK,360,423,411,51,12,36,72,108,144,42,41,-5,1,84,82,-10,2,119,116,-8,3,159,155,-11,4,"{'F': 22, 'P': 14}","{'C': 29, 'J': 22, 'Z': 22}","{'Q': 32, 'R': 22, 'S': 11, 'T': 11, 'H': 22, 'M': 11}","{'Y': 11, 'A': 11, 'B': 5, 'D': 5, 'E': 5, 'G': 11, 'I': 5, 'K': 11, 'L': 5, 'N': 5, 'O': 5, 'U': 11, 'V': 5, 'W': 5, 'X': 5}"
INV-ZZ-8548370,SCH-ZZ-1589654,3209,Boeing 777-300,12/09/2023,12/09/2023,CNN,COK,360,414,377,17,37,36,72,108,144,43,39,-3,4,83,76,-4,7,123,112,-4,11,164,149,-5,15,"{'F': 22, 'P': 14}","{'C': 29, 'J': 22, 'Z': 22}","{'Q': 32, 'R': 22, 'S': 11, 'T': 11, 'H': 22, 'M': 11}","{'Y': 11, 'A': 11, 'B': 5, 'D': 5, 'E': 5, 'G': 11, 'I': 5, 'K': 11, 'L': 5, 'N': 5, 'O': 5, 'U': 11, 'V': 5, 'W': 5, 'X': 5}"
INV-ZZ-9102187,SCH-ZZ-1589654,3209,Boeing 777-300,12/11/2023,12/11/2023,CNN,COK,360,418,372,12,46,36,72,108,144,42,37,-1,5,84,75,-3,9,129,115,-7,14,172,153,-9,19,"{'F': 22, 'P': 14}","{'C': 29, 'J': 22, 'Z': 22}","{'Q': 32, 'R': 22, 'S': 11, 'T': 11, 'H': 22, 'M': 11}","{'Y': 11, 'A': 11, 'B': 5, 'D': 5, 'E': 5, 'G': 11, 'I': 5, 'K': 11, 'L': 5, 'N': 5, 'O': 5, 'U': 11, 'V': 5, 'W': 5, 'X': 5}"
INV-ZZ-7672817,SCH-ZZ-3663516,4262,Boeing 767,12/09/2023,12/09/2023,TRV,PNQ,278,326,271,-7,55,27,55,83,111,31,26,1,5,61,51,4,10,98,81,2,17,125,104,7,21,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 25, 'R': 17, 'S': 8, 'T': 8, 'H': 17, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-6656572,SCH-ZZ-3663516,4262,Boeing 767,12/11/2023,12/11/2023,TRV,PNQ,278,327,273,-5,54,27,55,83,111,30,25,2,5,62,52,3,10,97,81,2,16,129,108,3,21,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 25, 'R': 17, 'S': 8, 'T': 8, 'H': 17, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-9476246,SCH-ZZ-3663516,4262,Boeing 767,12/12/2023,12/12/2023,TRV,PNQ,278,329,298,20,31,27,55,83,111,32,29,-2,3,65,59,-4,6,96,87,-4,9,123,111,0,12,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 25, 'R': 17, 'S': 8, 'T': 8, 'H': 17, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-6598428,SCH-ZZ-1589389,2679,Airbus A321 Neo,12/16/2023,12/16/2023,GOI,BLR,220,260,232,12,28,22,44,66,88,25,22,0,3,50,45,-1,5,79,70,-4,9,99,88,0,11,"{'F': 13, 'P': 9}","{'C': 18, 'J': 13, 'Z': 13}","{'Q': 20, 'R': 13, 'S': 7, 'T': 7, 'H': 13, 'M': 7}","{'Y': 7, 'A': 7, 'B': 3, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 7, 'L': 3, 'N': 3, 'O': 3, 'U': 7, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-5252903,SCH-ZZ-1589389,2679,Airbus A321 Neo,12/17/2023,12/17/2023,GOI,BLR,220,246,216,-4,30,22,44,66,88,25,22,0,3,49,43,1,6,76,67,-1,9,98,86,2,12,"{'F': 13, 'P': 9}","{'C': 18, 'J': 13, 'Z': 13}","{'Q': 20, 'R': 13, 'S': 7, 'T': 7, 'H': 13, 'M': 7}","{'Y': 7, 'A': 7, 'B': 3, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 7, 'L': 3, 'N': 3, 'O': 3, 'U': 7, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-1870784,SCH-ZZ-1589389,2679,Airbus A321 Neo,12/19/2023,12/19/2023,GOI,BLR,220,254,239,19,15,22,44,66,88,25,23,-1,2,49,46,-2,3,73,69,-3,4,99,93,-5,6,"{'F': 13, 'P': 9}","{'C': 18, 'J': 13, 'Z': 13}","{'Q': 20, 'R': 13, 'S': 7, 'T': 7, 'H': 13, 'M': 7}","{'Y': 7, 'A': 7, 'B': 3, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 7, 'L': 3, 'N': 3, 'O': 3, 'U': 7, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-7756605,SCH-ZZ-1589389,2679,Airbus A321 Neo,12/20/2023,12/20/2023,GOI,BLR,220,248,229,9,19,22,44,66,88,24,22,0,2,50,46,-2,4,75,69,-3,6,103,95,-7,8,"{'F': 13, 'P': 9}","{'C': 18, 'J': 13, 'Z': 13}","{'Q': 20, 'R': 13, 'S': 7, 'T': 7, 'H': 13, 'M': 7}","{'Y': 7, 'A': 7, 'B': 3, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 7, 'L': 3, 'N': 3, 'O': 3, 'U': 7, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-8235676,SCH-ZZ-9004907,4828,Boeing 757,12/09/2023,12/09/2023,MAA,DEL,209,233,202,-7,31,20,41,62,83,23,20,0,3,48,42,-1,6,70,61,1,9,92,80,3,12,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-3615644,SCH-ZZ-9004907,4828,Boeing 757,12/13/2023,12/13/2023,MAA,DEL,209,239,221,12,18,20,41,62,83,23,21,-1,2,45,42,-1,3,73,68,-6,5,98,91,-8,7,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-9574355,SCH-ZZ-9004907,4828,Boeing 757,12/14/2023,12/14/2023,MAA,DEL,209,233,190,-19,43,20,41,62,83,23,19,1,4,47,38,3,9,72,59,3,13,93,76,7,17,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-2503493,SCH-ZZ-9004907,4828,Boeing 757,12/15/2023,12/15/2023,MAA,DEL,209,244,206,-3,38,20,41,62,83,23,19,1,4,46,39,2,7,70,59,3,11,95,80,3,15,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-5777553,SCH-ZZ-9004907,4828,Boeing 757,12/16/2023,12/16/2023,MAA,DEL,209,244,206,-3,38,20,41,62,83,23,19,1,4,46,39,2,7,74,63,-1,11,98,83,0,15,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-9802285,SCH-ZZ-2438777,4763,Airbus A320 Neo,12/06/2023,12/06/2023,AMD,CNN,180,210,180,0,30,18,36,54,72,20,17,1,3,41,35,1,6,63,54,0,9,80,69,3,11,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-6511805,SCH-ZZ-2438777,4763,Airbus A320 Neo,12/08/2023,12/08/2023,AMD,CNN,180,203,183,3,20,18,36,54,72,21,19,-1,2,41,37,-1,4,61,55,-1,6,82,74,-2,8,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-6928277,SCH-ZZ-2438777,4763,Airbus A320 Neo,12/11/2023,12/11/2023,AMD,CNN,180,205,190,10,15,18,36,54,72,21,19,-1,2,40,37,-1,3,61,57,-3,4,86,80,-8,6,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-5133565,SCH-ZZ-2438777,4763,Airbus A320 Neo,12/13/2023,12/13/2023,AMD,CNN,180,201,174,-6,27,18,36,54,72,21,18,0,3,40,35,1,5,61,53,1,8,81,70,2,11,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-6330495,SCH-ZZ-2438777,4763,Airbus A320 Neo,12/15/2023,12/15/2023,AMD,CNN,180,209,192,12,17,18,36,54,72,21,19,-1,2,42,39,-3,3,60,55,-1,5,84,77,-5,7,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-3496027,SCH-ZZ-1474449,4259,Boeing 767,12/13/2023,12/13/2023,CCU,MAA,278,320,283,5,37,27,55,83,111,31,27,0,4,65,57,-2,8,99,87,-4,12,126,111,0,15,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 25, 'R': 17, 'S': 8, 'T': 8, 'H': 17, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-9486315,SCH-ZZ-1474449,4259,Boeing 767,12/14/2023,12/14/2023,CCU,MAA,278,327,292,14,35,27,55,83,111,31,28,-1,3,66,59,-4,7,96,86,-3,10,124,111,0,13,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 25, 'R': 17, 'S': 8, 'T': 8, 'H': 17, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-1996191,SCH-ZZ-1474449,4259,Boeing 767,12/15/2023,12/15/2023,CCU,MAA,278,312,284,6,28,27,55,83,111,32,29,-2,3,66,60,-5,6,94,86,-3,8,130,118,-7,12,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 25, 'R': 17, 'S': 8, 'T': 8, 'H': 17, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-8180279,SCH-ZZ-1474449,4259,Boeing 767,12/16/2023,12/16/2023,CCU,MAA,278,330,274,-4,56,27,55,83,111,31,26,1,5,61,51,4,10,96,80,3,16,127,105,6,22,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 25, 'R': 17, 'S': 8, 'T': 8, 'H': 17, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-6609709,SCH-ZZ-8297347,4938,ATR 72,12/11/2023,12/11/2023,COK,IDR,72,80,68,-4,12,7,14,21,28,8,7,0,1,17,14,0,3,24,20,1,4,31,26,2,5,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-9954670,SCH-ZZ-8297347,4938,ATR 72,12/14/2023,12/14/2023,COK,IDR,72,80,76,4,4,7,14,21,28,8,8,-1,0,16,15,-1,1,25,24,-3,1,33,31,-3,2,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-7561032,SCH-ZZ-8297347,4938,ATR 72,12/15/2023,12/15/2023,COK,IDR,72,79,68,-4,11,7,14,21,28,8,7,0,1,16,14,0,2,24,21,0,3,33,28,0,5,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-6290023,SCH-ZZ-8297347,4938,ATR 72,12/16/2023,12/16/2023,COK,IDR,72,84,75,3,9,7,14,21,28,8,7,0,1,16,14,0,2,23,21,0,2,32,29,-1,3,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-2803868,SCH-ZZ-2469436,2102,Airbus A320 Neo,12/16/2023,12/16/2023,BOM,HYD,180,198,180,0,18,18,36,54,72,20,18,0,2,41,37,-1,4,63,57,-3,6,84,76,-4,8,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-5287658,SCH-ZZ-2469436,2102,Airbus A320 Neo,12/18/2023,12/18/2023,BOM,HYD,180,201,174,-6,27,18,36,54,72,21,18,0,3,42,36,0,6,60,52,2,8,81,70,2,11,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-6384940,SCH-ZZ-2469436,2102,Airbus A320 Neo,12/21/2023,12/21/2023,BOM,HYD,180,215,182,2,33,18,36,54,72,21,18,0,3,40,34,2,6,61,52,2,9,86,73,-1,13,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-4860802,SCH-ZZ-2469436,2102,Airbus A320 Neo,12/22/2023,12/22/2023,BOM,HYD,180,209,184,4,25,18,36,54,72,21,18,0,3,40,35,1,5,61,54,0,7,80,70,2,10,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-5517306,SCH-ZZ-2469436,2102,Airbus A320 Neo,12/23/2023,12/23/2023,BOM,HYD,180,203,172,-8,32,18,36,54,72,20,17,1,3,40,34,2,6,63,53,1,10,80,68,4,12,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-5617258,SCH-ZZ-4332641,4763,Airbus A320-200,12/11/2023,12/11/2023,AMD,CNN,150,167,148,-2,19,15,30,45,60,17,15,0,2,33,29,1,4,53,47,-2,6,66,58,2,8,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-7031598,SCH-ZZ-4332641,4763,Airbus A320-200,12/13/2023,12/13/2023,AMD,CNN,150,177,161,11,16,15,30,45,60,17,16,-1,1,33,30,0,3,53,48,-3,5,71,65,-5,6,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-5217721,SCH-ZZ-4332641,4763,Airbus A320-200,12/14/2023,12/14/2023,AMD,CNN,150,165,151,1,14,15,30,45,60,18,16,-1,2,34,31,-1,3,50,46,-1,4,70,64,-4,6,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-2488003,SCH-ZZ-4332641,4763,Airbus A320-200,12/15/2023,12/15/2023,AMD,CNN,150,173,153,3,20,15,30,45,60,17,15,0,2,34,30,0,4,54,48,-3,6,70,62,-2,8,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-4866602,SCH-ZZ-4332641,4763,Airbus A320-200,12/16/2023,12/16/2023,AMD,CNN,150,170,158,8,12,15,30,45,60,17,16,-1,1,33,31,-1,2,53,49,-4,4,69,64,-4,5,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-1753814,SCH-ZZ-4332641,4763,Airbus A320-200,12/18/2023,12/18/2023,AMD,CNN,150,177,144,-6,33,15,30,45,60,17,14,1,3,35,28,2,7,51,41,4,10,67,54,6,13,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-9071090,SCH-ZZ-4332641,4763,Airbus A320-200,12/20/2023,12/20/2023,AMD,CNN,150,170,148,-2,22,15,30,45,60,18,16,-1,2,33,29,1,4,50,43,2,7,69,60,0,9,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-8974571,SCH-ZZ-4332641,4763,Airbus A320-200,12/21/2023,12/21/2023,AMD,CNN,150,165,154,4,11,15,30,45,60,17,16,-1,1,34,32,-2,2,54,50,-5,4,69,64,-4,5,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
