InventoryId,ScheduleId,FlightNumber,AircraftType,DepartureAirport,ArrivalAirport,TotalCapacity,TotalInventory,BookedInventory,Oversold,AvailableInventory,FirstClass,BusinessClass,PremiumEconomyClass,EconomyClass,FC_TotalInventory,FC_BookedInventory,FC_Oversold,FC_AvailableInventory,BC_TotalInventory,BC_BookedInventory,BC_Oversold,BC_AvailableInventory,PC_TotalInventory,PC_BookedInventory,PC_Oversold,PC_AvailableInventory,EC_TotalInventory,EC_BookedInventory,EC_Oversold,EC_AvailableInventory,FC_CD,BC_CD,PC_CD,EC_CD,DepartureDatetime,ArrivalDatetime,Status
INV-ZZ-1996191,SCH-ZZ-1474449,4259,Boeing 767,CCU,MAA,278,312,284,6,28,27,55,83,111,32,29,-2,3,66,60,-5,6,94,86,-3,8,130,118,-7,12,"{'F': 0, 'P': 3}","{'C': 3, 'J': 3, 'Z': 0}","{'Q': 7, 'R': 1, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 3, 'A': 2, 'B': 4, 'D': 2, 'E': 1, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-15 21:43:00,2023-12-16 13:07:00,On Time
INV-ZZ-8180279,SCH-ZZ-1474449,4259,Boeing 767,CCU,MAA,278,330,274,-4,56,27,55,83,111,31,26,1,5,61,51,4,10,96,80,3,16,127,105,6,22,"{'F': 0, 'P': 5}","{'C': 6, 'J': 1, 'Z': 3}","{'Q': 4, 'R': 9, 'S': 2, 'T': 0, 'H': 1, 'M': 0}","{'Y': 13, 'A': 3, 'B': 5, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 1, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-16 21:43:00,2023-12-17 13:07:00,On Time
INV-ZZ-6609709,SCH-ZZ-8297347,4938,ATR 72,COK,IDR,72,80,68,-4,12,7,14,21,28,8,7,0,1,17,14,0,3,24,20,1,4,31,26,2,5,"{'F': 1, 'P': 0}","{'C': 2, 'J': 0, 'Z': 1}","{'Q': 2, 'R': 1, 'S': 0, 'T': 0, 'H': 0, 'M': 1}","{'Y': 5, 'A': 0, 'B': 0, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-11 13:02:00,2023-12-11 15:16:00,On Time
INV-ZZ-9954670,SCH-ZZ-8297347,4938,ATR 72,COK,IDR,72,80,76,4,4,7,14,21,28,8,8,-1,0,16,15,-1,1,25,24,-3,1,33,31,-3,2,"{'F': 0, 'P': 0}","{'C': 1, 'J': 0, 'Z': 0}","{'Q': 1, 'R': 0, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 1, 'A': 0, 'B': 0, 'D': 1, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-14 13:02:00,2023-12-14 15:16:00,On Time
INV-ZZ-7561032,SCH-ZZ-8297347,4938,ATR 72,COK,IDR,72,79,68,-4,11,7,14,21,28,8,7,0,1,16,14,0,2,24,21,0,3,33,28,0,5,"{'F': 0, 'P': 1}","{'C': 2, 'J': 0, 'Z': 0}","{'Q': 0, 'R': 0, 'S': 1, 'T': 0, 'H': 2, 'M': 0}","{'Y': 0, 'A': 0, 'B': 4, 'D': 1, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-15 13:02:00,2023-12-15 15:16:00,On Time
INV-ZZ-6290023,SCH-ZZ-8297347,4938,ATR 72,COK,IDR,72,84,75,3,9,7,14,21,28,8,7,0,1,16,14,0,2,23,21,0,2,32,29,-1,3,"{'F': 0, 'P': 1}","{'C': 1, 'J': 0, 'Z': 1}","{'Q': 0, 'R': 1, 'S': 1, 'T': 0, 'H': 0, 'M': 0}","{'Y': 2, 'A': 0, 'B': 0, 'D': 0, 'E': 1, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-16 13:02:00,2023-12-16 15:16:00,On Time
INV-ZZ-2803868,SCH-ZZ-2469436,2102,Airbus A320 Neo,BOM,HYD,180,198,180,0,18,18,36,54,72,20,18,0,2,41,37,-1,4,63,57,-3,6,84,76,-4,8,"{'F': 2, 'P': 0}","{'C': 2, 'J': 0, 'Z': 2}","{'Q': 5, 'R': 1, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 2, 'A': 0, 'B': 0, 'D': 6, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-16 06:46:00,2023-12-16 06:47:00,On Time
INV-ZZ-5287658,SCH-ZZ-2469436,2102,Airbus A320 Neo,BOM,HYD,180,201,174,-6,27,18,36,54,72,21,18,0,3,42,36,0,6,60,52,2,8,81,70,2,11,"{'F': 3, 'P': 0}","{'C': 5, 'J': 0, 'Z': 1}","{'Q': 1, 'R': 7, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 0, 'A': 3, 'B': 3, 'D': 0, 'E': 1, 'G': 0, 'I': 0, 'K': 1, 'L': 0, 'N': 3, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-18 06:46:00,2023-12-18 06:47:00,On Time
INV-ZZ-6384940,SCH-ZZ-2469436,2102,Airbus A320 Neo,BOM,HYD,180,215,182,2,33,18,36,54,72,21,18,0,3,40,34,2,6,61,52,2,9,86,73,-1,13,"{'F': 1, 'P': 2}","{'C': 0, 'J': 5, 'Z': 1}","{'Q': 9, 'R': 0, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 9, 'A': 3, 'B': 1, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-21 06:46:00,2023-12-21 06:47:00,On Time
INV-ZZ-4860802,SCH-ZZ-2469436,2102,Airbus A320 Neo,BOM,HYD,180,209,184,4,25,18,36,54,72,21,18,0,3,40,35,1,5,61,54,0,7,80,70,2,10,"{'F': 0, 'P': 3}","{'C': 4, 'J': 1, 'Z': 0}","{'Q': 5, 'R': 1, 'S': 1, 'T': 0, 'H': 0, 'M': 0}","{'Y': 8, 'A': 2, 'B': 0, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-22 06:46:00,2023-12-22 06:47:00,On Time
INV-ZZ-5517306,SCH-ZZ-2469436,2102,Airbus A320 Neo,BOM,HYD,180,203,172,-8,32,18,36,54,72,20,17,1,3,40,34,2,6,63,53,1,10,80,68,4,12,"{'F': 3, 'P': 0}","{'C': 4, 'J': 1, 'Z': 1}","{'Q': 8, 'R': 2, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 0, 'A': 5, 'B': 1, 'D': 3, 'E': 3, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-23 06:46:00,2023-12-23 06:47:00,On Time
INV-ZZ-5617258,SCH-ZZ-4332641,4763,Airbus A320-200,AMD,CNN,150,167,148,-2,19,15,30,45,60,17,15,0,2,33,29,1,4,53,47,-2,6,66,58,2,8,"{'F': 0, 'P': 2}","{'C': 1, 'J': 1, 'Z': 2}","{'Q': 3, 'R': 3, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 5, 'A': 2, 'B': 1, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-11 20:37:00,2023-12-11 22:25:00,On Time
INV-ZZ-7031598,SCH-ZZ-4332641,4763,Airbus A320-200,AMD,CNN,150,177,161,11,16,15,30,45,60,17,16,-1,1,33,30,0,3,53,48,-3,5,71,65,-5,6,"{'F': 1, 'P': 0}","{'C': 3, 'J': 0, 'Z': 0}","{'Q': 0, 'R': 5, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 1, 'A': 4, 'B': 1, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-13 20:37:00,2023-12-13 22:25:00,On Time
INV-ZZ-5217721,SCH-ZZ-4332641,4763,Airbus A320-200,AMD,CNN,150,165,151,1,14,15,30,45,60,18,16,-1,2,34,31,-1,3,50,46,-1,4,70,64,-4,6,"{'F': 1, 'P': 1}","{'C': 3, 'J': 0, 'Z': 0}","{'Q': 2, 'R': 1, 'S': 0, 'T': 0, 'H': 0, 'M': 1}","{'Y': 0, 'A': 0, 'B': 6, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-14 20:37:00,2023-12-14 22:25:00,On Time
INV-ZZ-2488003,SCH-ZZ-4332641,4763,Airbus A320-200,AMD,CNN,150,173,153,3,20,15,30,45,60,17,15,0,2,34,30,0,4,54,48,-3,6,70,62,-2,8,"{'F': 1, 'P': 1}","{'C': 1, 'J': 3, 'Z': 0}","{'Q': 2, 'R': 2, 'S': 0, 'T': 0, 'H': 0, 'M': 2}","{'Y': 3, 'A': 1, 'B': 1, 'D': 2, 'E': 1, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-15 20:37:00,2023-12-15 22:25:00,On Time
INV-ZZ-4866602,SCH-ZZ-4332641,4763,Airbus A320-200,AMD,CNN,150,170,158,8,12,15,30,45,60,17,16,-1,1,33,31,-1,2,53,49,-4,4,69,64,-4,5,"{'F': 0, 'P': 1}","{'C': 0, 'J': 1, 'Z': 1}","{'Q': 4, 'R': 0, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 5, 'A': 0, 'B': 0, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-16 20:37:00,2023-12-16 22:25:00,Cancelled
INV-ZZ-1753814,SCH-ZZ-4332641,4763,Airbus A320-200,AMD,CNN,150,177,144,-6,33,15,30,45,60,17,14,1,3,35,28,2,7,51,41,4,10,67,54,6,13,"{'F': 2, 'P': 1}","{'C': 1, 'J': 0, 'Z': 6}","{'Q': 4, 'R': 0, 'S': 1, 'T': 5, 'H': 0, 'M': 0}","{'Y': 7, 'A': 4, 'B': 0, 'D': 1, 'E': 0, 'G': 1, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-18 20:37:00,2023-12-18 22:25:00,On Time
INV-ZZ-9071090,SCH-ZZ-4332641,4763,Airbus A320-200,AMD,CNN,150,170,148,-2,22,15,30,45,60,18,16,-1,2,33,29,1,4,50,43,2,7,69,60,0,9,"{'F': 0, 'P': 2}","{'C': 1, 'J': 2, 'Z': 1}","{'Q': 6, 'R': 0, 'S': 0, 'T': 0, 'H': 0, 'M': 1}","{'Y': 2, 'A': 3, 'B': 2, 'D': 1, 'E': 1, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-20 20:37:00,2023-12-20 22:25:00,On Time
INV-ZZ-8974571,SCH-ZZ-4332641,4763,Airbus A320-200,AMD,CNN,150,165,154,4,11,15,30,45,60,17,16,-1,1,34,32,-2,2,54,50,-5,4,69,64,-4,5,"{'F': 1, 'P': 0}","{'C': 2, 'J': 0, 'Z': 0}","{'Q': 1, 'R': 1, 'S': 2, 'T': 0, 'H': 0, 'M': 0}","{'Y': 4, 'A': 1, 'B': 0, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-21 20:37:00,2023-12-21 22:25:00,On Time
INV-ZZ-1166806,SCH-ZZ-4332641,4763,Airbus A320-200,AMD,CNN,150,167,155,5,12,15,30,45,60,17,16,-1,1,34,32,-2,2,50,47,-2,3,69,64,-4,5,"{'F': 0, 'P': 1}","{'C': 0, 'J': 2, 'Z': 0}","{'Q': 0, 'R': 0, 'S': 0, 'T': 3, 'H': 0, 'M': 0}","{'Y': 1, 'A': 3, 'B': 0, 'D': 1, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-22 20:37:00,2023-12-22 22:25:00,On Time
INV-ZZ-5968430,SCH-ZZ-4332641,4763,Airbus A320-200,AMD,CNN,150,176,162,12,14,15,30,45,60,18,17,-2,1,33,30,0,3,50,46,-1,4,72,66,-6,6,"{'F': 1, 'P': 0}","{'C': 2, 'J': 1, 'Z': 0}","{'Q': 4, 'R': 0, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 3, 'A': 3, 'B': 0, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-23 20:37:00,2023-12-23 22:25:00,On Time
INV-ZZ-1445536,SCH-ZZ-2192077,2069,Boeing 787,BLR,TRV,270,302,279,9,23,27,54,81,108,32,30,-3,2,61,56,-2,5,95,88,-7,7,121,112,-4,9,"{'F': 2, 'P': 0}","{'C': 3, 'J': 1, 'Z': 1}","{'Q': 7, 'R': 0, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 7, 'A': 2, 'B': 0, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-11 12:25:00,2023-12-11 17:09:00,On Time
INV-ZZ-1686932,SCH-ZZ-2192077,2069,Boeing 787,BLR,TRV,270,297,260,-10,37,27,54,81,108,31,27,0,4,65,57,-3,8,92,81,0,11,127,111,-3,16,"{'F': 0, 'P': 4}","{'C': 4, 'J': 3, 'Z': 1}","{'Q': 5, 'R': 6, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 11, 'A': 3, 'B': 2, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-13 12:25:00,2023-12-13 17:09:00,On Time
INV-ZZ-4028036,SCH-ZZ-2192077,2069,Boeing 787,BLR,TRV,270,323,282,12,41,27,54,81,108,30,26,1,4,61,53,1,8,97,85,-4,12,121,106,2,15,"{'F': 1, 'P': 3}","{'C': 0, 'J': 7, 'Z': 1}","{'Q': 6, 'R': 0, 'S': 1, 'T': 2, 'H': 3, 'M': 0}","{'Y': 6, 'A': 9, 'B': 0, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-14 12:25:00,2023-12-14 17:09:00,On Time
INV-ZZ-8312067,SCH-ZZ-2192077,2069,Boeing 787,BLR,TRV,270,318,273,3,45,27,54,81,108,31,27,0,4,61,52,2,9,92,79,2,13,128,110,-2,18,"{'F': 2, 'P': 2}","{'C': 3, 'J': 3, 'Z': 3}","{'Q': 1, 'R': 12, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 12, 'A': 6, 'B': 0, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-15 12:25:00,2023-12-15 17:09:00,On Time
INV-ZZ-7440523,SCH-ZZ-6592378,4341,Boeing 717,TRV,CCU,100,110,103,3,7,10,20,30,40,11,10,0,1,24,22,-2,2,34,32,-2,2,45,42,-2,3,"{'F': 0, 'P': 1}","{'C': 2, 'J': 0, 'Z': 0}","{'Q': 2, 'R': 0, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 3, 'A': 0, 'B': 0, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-15 22:13:00,2023-12-16 13:34:00,On Time
INV-ZZ-8458597,SCH-ZZ-6592378,4341,Boeing 717,TRV,CCU,100,115,99,-1,16,10,20,30,40,11,9,1,2,22,19,1,3,35,30,0,5,47,40,0,7,"{'F': 1, 'P': 1}","{'C': 0, 'J': 2, 'Z': 1}","{'Q': 2, 'R': 3, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 5, 'A': 1, 'B': 0, 'D': 0, 'E': 0, 'G': 1, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-16 22:13:00,2023-12-17 13:34:00,On Time
INV-ZZ-9118591,SCH-ZZ-6592378,4341,Boeing 717,TRV,CCU,100,112,103,3,9,10,20,30,40,12,11,-1,1,22,20,0,2,33,30,0,3,46,42,-2,4,"{'F': 0, 'P': 1}","{'C': 1, 'J': 0, 'Z': 1}","{'Q': 3, 'R': 0, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 0, 'A': 2, 'B': 0, 'D': 2, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-18 22:13:00,2023-12-19 13:34:00,On Time
INV-ZZ-8909663,SCH-ZZ-6592378,4341,Boeing 717,TRV,CCU,100,118,107,7,11,10,20,30,40,11,10,0,1,23,21,-1,2,35,32,-2,3,47,42,-2,5,"{'F': 1, 'P': 0}","{'C': 2, 'J': 0, 'Z': 0}","{'Q': 2, 'R': 0, 'S': 0, 'T': 1, 'H': 0, 'M': 0}","{'Y': 0, 'A': 3, 'B': 0, 'D': 0, 'E': 2, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-21 22:13:00,2023-12-22 13:34:00,On Time
INV-ZZ-7393732,SCH-ZZ-6592378,4341,Boeing 717,TRV,CCU,100,115,96,-4,19,10,20,30,40,11,9,1,2,24,20,0,4,33,28,2,5,47,39,1,8,"{'F': 0, 'P': 2}","{'C': 4, 'J': 0, 'Z': 0}","{'Q': 3, 'R': 2, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 3, 'A': 1, 'B': 1, 'D': 2, 'E': 1, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-22 22:13:00,2023-12-23 13:34:00,On Time
INV-ZZ-6907640,SCH-ZZ-4016963,4830,ATR 72,GAU,BOM,72,84,68,-4,16,7,14,21,28,8,6,1,2,17,14,0,3,24,19,2,5,33,27,1,6,"{'F': 1, 'P': 1}","{'C': 2, 'J': 0, 'Z': 1}","{'Q': 5, 'R': 0, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 1, 'A': 4, 'B': 1, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-23 11:49:00,2023-12-24 10:43:00,On Time
INV-ZZ-8573874,SCH-ZZ-4016963,4830,ATR 72,GAU,BOM,72,85,74,2,11,7,14,21,28,8,7,0,1,16,14,0,2,24,21,0,3,32,28,0,4,"{'F': 0, 'P': 1}","{'C': 0, 'J': 1, 'Z': 1}","{'Q': 0, 'R': 2, 'S': 0, 'T': 1, 'H': 0, 'M': 0}","{'Y': 3, 'A': 1, 'B': 0, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-25 11:49:00,2023-12-26 10:43:00,On Time
INV-ZZ-6315145,SCH-ZZ-4016963,4830,ATR 72,GAU,BOM,72,81,70,-2,11,7,14,21,28,8,7,0,1,15,13,1,2,24,21,0,3,32,28,0,4,"{'F': 1, 'P': 0}","{'C': 0, 'J': 0, 'Z': 2}","{'Q': 1, 'R': 2, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 0, 'A': 2, 'B': 2, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-27 11:49:00,2023-12-28 10:43:00,On Time
INV-ZZ-3551708,SCH-ZZ-3013947,3417,Airbus A320-200,CNN,MAA,150,175,140,-10,35,15,30,45,60,17,14,1,3,35,28,2,7,52,42,3,10,70,56,4,14,"{'F': 1, 'P': 2}","{'C': 6, 'J': 0, 'Z': 1}","{'Q': 10, 'R': 0, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 0, 'A': 7, 'B': 5, 'D': 0, 'E': 0, 'G': 0, 'I': 2, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-24 04:37:00,2023-12-24 12:50:00,On Time
INV-ZZ-9987381,SCH-ZZ-3013947,3417,Airbus A320-200,CNN,MAA,150,174,160,10,14,15,30,45,60,17,16,-1,1,36,33,-3,3,53,49,-4,4,67,62,-2,5,"{'F': 1, 'P': 0}","{'C': 2, 'J': 1, 'Z': 0}","{'Q': 0, 'R': 2, 'S': 0, 'T': 2, 'H': 0, 'M': 0}","{'Y': 4, 'A': 0, 'B': 0, 'D': 0, 'E': 0, 'G': 1, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-25 04:37:00,2023-12-25 12:50:00,Cancelled
INV-ZZ-6767886,SCH-ZZ-3013947,3417,Airbus A320-200,CNN,MAA,150,174,148,-2,26,15,30,45,60,17,14,1,3,35,30,0,5,53,45,0,8,69,59,1,10,"{'F': 2, 'P': 1}","{'C': 5, 'J': 0, 'Z': 0}","{'Q': 3, 'R': 2, 'S': 2, 'T': 1, 'H': 0, 'M': 0}","{'Y': 7, 'A': 0, 'B': 0, 'D': 1, 'E': 0, 'G': 1, 'I': 1, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-27 04:37:00,2023-12-27 12:50:00,On Time
INV-ZZ-6656663,SCH-ZZ-3013947,3417,Airbus A320-200,CNN,MAA,150,165,135,-15,30,15,30,45,60,18,15,0,3,35,29,1,6,50,41,4,9,66,54,6,12,"{'F': 1, 'P': 2}","{'C': 3, 'J': 3, 'Z': 0}","{'Q': 5, 'R': 2, 'S': 1, 'T': 0, 'H': 0, 'M': 1}","{'Y': 5, 'A': 5, 'B': 1, 'D': 0, 'E': 0, 'G': 1, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-28 04:37:00,2023-12-28 12:50:00,On Time
INV-ZZ-1729337,SCH-ZZ-3013947,3417,Airbus A320-200,CNN,MAA,150,166,147,-3,19,15,30,45,60,17,15,0,2,35,31,-1,4,50,44,1,6,67,59,1,8,"{'F': 2, 'P': 0}","{'C': 3, 'J': 0, 'Z': 1}","{'Q': 5, 'R': 0, 'S': 1, 'T': 0, 'H': 0, 'M': 0}","{'Y': 4, 'A': 2, 'B': 2, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-29 04:37:00,2023-12-29 12:50:00,On Time
INV-ZZ-9325335,SCH-ZZ-3013947,3417,Airbus A320-200,CNN,MAA,150,175,139,-11,36,15,30,45,60,17,14,1,3,36,29,1,7,52,41,4,11,69,55,5,14,"{'F': 1, 'P': 2}","{'C': 1, 'J': 5, 'Z': 1}","{'Q': 10, 'R': 1, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 4, 'A': 9, 'B': 1, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-31 04:37:00,2023-12-31 12:50:00,On Time
INV-ZZ-2085988,SCH-ZZ-9094190,3686,Boeing 777,COK,DEL,425,498,462,37,36,42,85,127,170,50,46,-4,4,98,91,-6,7,147,136,-9,11,190,176,-6,14,"{'F': 0, 'P': 4}","{'C': 6, 'J': 1, 'Z': 0}","{'Q': 3, 'R': 0, 'S': 0, 'T': 3, 'H': 0, 'M': 5}","{'Y': 11, 'A': 0, 'B': 0, 'D': 1, 'E': 0, 'G': 2, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-18 04:55:00,2023-12-19 03:45:00,On Time
INV-ZZ-2640504,SCH-ZZ-9094190,3686,Boeing 777,COK,DEL,425,477,444,19,33,42,85,127,170,47,44,-2,3,96,89,-4,7,143,133,-6,10,193,180,-10,13,"{'F': 0, 'P': 3}","{'C': 2, 'J': 1, 'Z': 4}","{'Q': 2, 'R': 0, 'S': 4, 'T': 2, 'H': 0, 'M': 2}","{'Y': 3, 'A': 6, 'B': 1, 'D': 1, 'E': 1, 'G': 0, 'I': 0, 'K': 0, 'L': 1, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-19 04:55:00,2023-12-20 03:45:00,On Time
INV-ZZ-3399663,SCH-ZZ-9094190,3686,Boeing 777,COK,DEL,425,481,423,-2,58,42,85,127,170,47,41,1,6,99,87,-2,12,146,129,-2,17,198,174,-4,24,"{'F': 0, 'P': 6}","{'C': 5, 'J': 0, 'Z': 7}","{'Q': 4, 'R': 8, 'S': 5, 'T': 0, 'H': 0, 'M': 0}","{'Y': 15, 'A': 4, 'B': 0, 'D': 4, 'E': 1, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-21 04:55:00,2023-12-22 03:45:00,On Time
INV-ZZ-1595623,SCH-ZZ-9094190,3686,Boeing 777,COK,DEL,425,497,405,-20,92,42,85,127,170,50,41,1,9,98,80,5,18,152,124,3,28,194,158,12,36,"{'F': 1, 'P': 8}","{'C': 6, 'J': 9, 'Z': 3}","{'Q': 20, 'R': 3, 'S': 4, 'T': 0, 'H': 0, 'M': 1}","{'Y': 16, 'A': 13, 'B': 4, 'D': 0, 'E': 1, 'G': 0, 'I': 2, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-22 04:55:00,2023-12-23 03:45:00,Cancelled
