RECLOC,COS_CD,SEG_SEQ,PAX_CNT,ORIG_CD,DEST_CD,DEP_DTML,ARR_DTML,INV_ID,DEP_DTMZ,ARR_DTMZ
PNR00460,Q,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00461,Q,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00462,Q,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00463,Q,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00464,Q,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00465,Q,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00466,Q,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00467,R,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00468,R,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00469,R,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00470,R,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00471,R,1,1,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00472,S,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00473,S,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00474,S,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00475,S,1,1,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00476,T,1,1,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00042,T,2,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00043,T,2,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00044,H,2,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00045,H,2,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00481,H,1,1,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00482,H,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00483,H,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00484,M,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00485,M,1,1,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00486,Y,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00487,Y,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00488,Y,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00489,Y,1,1,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00490,A,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00491,A,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00492,A,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00493,A,1,1,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00494,B,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00495,D,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00496,E,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00497,E,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00498,E,1,4,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00499,I,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00500,L,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00501,G,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00502,G,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00503,G,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00504,G,1,1,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00505,K,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00506,K,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00507,K,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00245,K,2,1,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00246,U,2,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00247,U,2,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00248,U,2,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00249,U,2,1,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00250,N,2,4,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00251,O,2,5,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00515,O,1,4,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00516,V,1,4,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00517,W,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00518,X,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
